IdOrden,puntaje,titulo,mensaje,fecha_opinion,fecha_respuesta
105460,3,,"Compré una silla, recibí a tiempo, pero la silla se rompió en la parte inferior. Podría ser más cuidadoso en el empaque.",2017-04-13,2017-04-17
158816,5,,Siempre compro y siempre recibo el producto correcto dentro o antes de la fecha límite,2018-03-03,2018-03-07
155664,5,,,2018-02-22,2018-02-23
151027,5,,ENTREGA MUY RAPIDA,2018-02-01,2018-02-02
154263,5,,,2018-02-19,2018-02-21
101233,5,,,2017-02-11,2017-02-15
160209,5,,,2018-03-14,2018-03-15
135589,5,,El producto fue entregado mucho antes de la fecha límite.,2017-11-29,2017-12-01
127657,4,,,2017-10-17,2017-10-20
174890,5,Excelentes productos,No lo he instalado todavía me gustó mucho,2018-05-12,2018-05-15
183361,5,,,2018-06-20,2018-06-21
174717,5,Excelente lámpara,Buen producto. Entrega rápida. recomiendo,2018-05-15,2018-05-19
195526,5,recomendo a todos.otima.,,2018-08-16,2018-08-16
102235,5,,Producto recibido a tiempo y en perfectas condiciones.,2017-03-07,2017-03-08
188674,5,Llegó antes de la fecha límite,muy bien,2018-07-27,2018-08-22
132649,5,,,2017-11-28,2017-11-29
116802,5,,,2017-07-27,2017-08-08
133872,1,,"¡Recibí otra muñeca, quiero regresar y no puedo contactarla! ¡Nunca volvería a comprar esta tienda!",2017-12-07,2017-12-11
127122,3,,"Gran compra
Pero la carga no paga, pesa el presupuesto.
Debería tener envío gratis
",2017-10-20,2017-10-23
127252,5,,En,2017-10-07,2017-10-08
168853,4,,"El producto llegó como imaginaba, por ahora estoy disfrutando
",2018-04-17,2018-04-19
190664,5,,,2018-08-07,2018-08-07
167828,5,,,2018-04-19,2018-04-25
197723,5,Muy buen americano,Gran entrega rápida gracias,2018-08-25,2018-08-25
171669,5,Excelente,,2018-05-11,2018-05-11
197962,2,Entrega de paquetes,Creo que debería haber una forma de comunicarse con la empresa si se entrega para no ser entregado,2018-08-31,2018-08-31
132815,5,,"Buen producto, buen momento ...",2017-11-08,2017-11-13
129538,5,,,2017-10-26,2017-10-27
125627,5,,Muy bien. Ya es el segundo objeto que compro y recibí sin ningún problema.,2017-10-13,2017-10-16
195656,3,,,2018-08-21,2018-08-21
139419,5,,Hermosa y buena calidad. me gustó,2017-12-08,2017-12-10
186269,5,,,2018-07-06,2018-07-09
189015,5,,,2018-07-27,2018-07-31
169433,5,¡Excelente!,El producto llegó antes de la fecha límite.,2018-04-29,2018-04-29
109411,4,,,2017-05-20,2017-05-21
171352,2,,,2018-04-27,2018-05-02
141436,5,,,2017-12-09,2017-12-11
105882,4,,,2017-04-12,2017-04-17
116127,5,,,2017-07-20,2017-07-20
119022,4,,,2017-08-08,2017-08-15
114890,1,,"Buenas noches, no me gustó porque nunca podemos hablar contigo por teléfono
",2017-07-18,2017-07-22
125764,5,,Compromiso del vendedor del cliente,2017-10-07,2017-10-07
171505,4,,,2018-04-26,2018-04-27
119071,1,,,2017-08-11,2017-08-12
118912,3,,"El producto no cumplió con mis expectativas, porque las ollas son difíciles de abrir y cerrar y la bandeja donde las macetas van con puntos de óxido.",2017-08-08,2017-08-09
153551,5,,,2018-02-15,2018-02-15
191066,5,,,2018-07-29,2018-07-31
154087,4,,,2018-02-28,2018-03-04
142132,4,,,2017-12-21,2017-12-23
127305,5,,Suministro muy satisfecho súper rápido .. Mostrar ... Felicitaciones ... Dudé y compré un teléfono celular en Casas Bahia tiene casi un mes y no entregó.,2017-10-03,2017-10-04
171218,5,,,2018-05-15,2018-05-15
168929,4,Recomendo!,,2018-04-26,2018-04-26
181947,3,,,2018-06-12,2018-06-14
105669,5,,excelente,2017-04-18,2017-04-19
112799,5,,Todos cien dentro de la fecha límite,2017-06-23,2017-06-23
159759,3,,,2018-03-29,2018-03-29
120341,1,,No recibí el juego en color de tabaco. Solo el rojo.,2017-08-17,2017-08-18
138669,5,,,2017-12-13,2017-12-14
129839,1,,"No fue entregado a mi casa, así que no me gustó, no tengo tiempo para ir a la oficina de correos ...",2017-11-07,2017-11-07
107348,4,,,2017-05-16,2017-05-21
133421,5,,Compra perfecta.,2017-11-15,2017-11-21
144578,5,,,2017-12-30,2018-01-02
177372,3,,,2018-05-19,2018-05-21
105079,5,,,2017-03-30,2017-04-02
148107,5,,,2018-01-23,2018-01-23
110785,3,,,2017-05-30,2017-05-31
131461,1,,El producto vino malcriado,2017-11-04,2017-11-06
138794,4,,,2017-12-10,2017-12-11
177404,4,,,2018-05-22,2018-05-24
161132,1,,"Mi mercancía no fue entregada, ya pagué la primera factura. Quiero cancelar la compra porque pagué el flete y no recibí los productos.
",2018-03-31,2018-03-31
170964,1,Mal estado,"El producto ya ha llegado con defectos no jodidos según mi necesidad de uso. Desafortunadamente, la última compra mi totalmente insatisfecho.",2018-05-01,2018-05-04
162719,5,,,2018-03-22,2018-03-22
173006,5,,,2018-05-08,2018-05-10
181347,3,,Recibí solo 1 caja con 100 unidades y pedí 2 cajas.,2018-06-15,2018-06-18
185153,5,,,2018-07-04,2018-07-05
173001,5,Ótima ,,2018-05-10,2018-05-13
141916,1,,Compré dos colgantes que solo llegó uno. ¿Necesito saber qué pasó?,2017-12-31,2018-01-03
176591,4,Bien,"Recomiendo esta entrega de la tienda correcta
",2018-05-16,2018-05-16
168585,4,,"¡Todo según y ofrece muy rápido! Qué lástima no revisé el color, porque era negro y necesitaba gris. Otro punto que tuve que lijar poco para trabajar, pero nada.",2018-04-18,2018-04-18
147037,5,,,2018-01-20,2018-01-21
172024,5,,,2018-05-01,2018-05-02
135633,5,,Entrega rápida y correcta,2017-12-21,2017-12-21
146237,4,,El producto es fácil de ensamblar y sirve perfectamente el propósito de optimizar el espacio.,2018-01-17,2018-01-18
105134,4,,,2017-04-11,2017-04-13
197081,4,,,2018-08-22,2018-08-22
156110,1,,El producto vino con arrugas y tampoco funciona correctamente.,2018-03-07,2018-03-12
159432,4,,Me gusta el producto,2018-03-13,2018-03-14
175777,5,,,2018-05-16,2018-05-17
158357,5,,,2018-03-07,2018-03-12
180247,5,Muy bien,Producto de gran calidad,2018-06-20,2018-06-22
158808,3,,,2018-03-22,2018-03-25
146408,5,,,2018-01-17,2018-01-17
141159,1,,He estado esperando más de veinte días y aún no he recibido mi producto y no puedo obtener ninguna información.,2018-01-11,2018-01-11
149085,5,,,2018-01-27,2018-01-28
100758,5,,,2017-02-02,2017-02-03
110272,1,,Estoy esperando que la compañía devuelva el producto.,2017-06-06,2017-06-07
187340,1,Meu produto não chegou,,2018-08-02,2018-08-02
130817,5,,,2017-10-28,2017-10-29
177712,5,,,2018-05-24,2018-06-05
167369,1,,El proveedor no envió el producto correcto. Solicité el sabor de chocolate y me enviaron otro sabor.,2018-04-13,2018-04-13
153720,5,,Recomiendo esta tienda.,2018-02-23,2018-02-24
145245,5,,,2018-01-12,2018-01-14
121101,5,,,2017-08-30,2017-08-31
125101,5,,Gran producto.,2017-09-20,2017-09-21
188500,5,,,2018-07-25,2018-07-26
186408,5,Excelente,Excelente,2018-07-06,2018-07-07
103266,4,,,2017-03-11,2017-03-12
161762,5,,"Continúe, con esta responsabilidad con el consumidor, tanto en el producto como en el tiempo de entrega. La primera vez que compra y compraré muchos. Gracias.",2018-03-17,2018-03-24
135353,5,,"Me gustó. Moderno, hermoso, mi esquina de café será la parte superior",2017-12-02,2017-12-05
186639,4,Recomendaría que sí,"Bueno, eso es lo que esperaba.",2018-07-11,2018-07-15
115369,4,,"Todo salió como combinado, nada de qué quejarse.",2017-07-11,2017-07-12
117255,5,,,2017-07-29,2017-07-30
130680,5,,,2017-10-31,2017-11-04
116132,5,,,2017-08-04,2017-08-05
166897,4,,"Fácil de manejar, hasta el presente cumple con las expectativas.",2018-04-17,2018-04-17
184016,5,recomiendo,Hermosa entrega de reloj antes de la fecha límite,2018-06-23,2018-06-24
120615,5,,,2017-08-22,2017-08-22
114690,4,,,2017-07-15,2017-07-15
131730,5,,,2017-11-04,2017-11-05
197661,4,Notbuk Cover,Llegó como el más hermoso anunciado.,2018-08-31,2018-08-31
188587,5,,,2018-07-21,2018-07-24
160519,5,,Conductas del producto con el anuncio,2018-03-11,2018-03-13
144257,1,,El producto aún no ha llegado,2018-01-23,2018-01-23
111447,4,,"Satisfecho, lo recomiendo",2017-06-06,2017-06-08
155293,4,,,2018-02-23,2018-02-26
110185,5,,,2017-06-02,2017-06-02
117363,5,,"Me encantó, vino rápidamente, todavía lo probaré. ¡Gracias!",2017-07-29,2017-07-31
119074,5,,,2017-08-11,2017-08-12
111379,5,,,2017-06-06,2017-06-07
113219,5,,"Realmente disfruté lo que compré con ustedes, gracias muy pronto, haré otras compras vanda",2017-07-12,2017-07-12
179727,4,,,2018-06-13,2018-06-15
176832,1,Entrega tardía,Aún no recibí el producto...,2018-05-24,2018-05-25
147617,4,,"Recibí, la bolsa es diferente, pero me gustó que estaba programado para el 31 de enero, estaba encontrando mucho tiempo porque es para la escuela y estoy esperando el valle de compra de la primera compra de la bolsa que no funcionó.",2018-01-20,2018-01-21
186847,4,,,2018-07-06,2018-07-09
123024,5,,"Recibí el producto que quería y antes de la fecha límite acordada, muy bien, lo recomiendo con seguridad.",2017-09-07,2017-09-08
107399,5,,,2017-05-07,2017-05-12
131108,3,,"En la publicidad se escribe con un mezclador eléctrico y llegó una computadora portátil que tengo tres que se rompieron, así que quería un electricidad, debería especificar mejor los productos.",2017-10-31,2017-11-01
176283,5,,,2018-05-19,2018-05-20
122933,5,,,2017-09-14,2017-09-17
107636,4,,,2017-05-03,2017-05-04
147807,5,,Producto entregado antes de la fecha límite acordada. Esta no es la primera vez que estoy comprando el sitio web de Lannister Lojas y recomiendo que una compañía de este tipo sea seriamente trato con los clientes.,2018-01-13,2018-01-14
170228,1,Compré 2 productos,¡Compré 2 productos solo enviados 1 y N me dio justificación!,2018-04-27,2018-05-07
159895,3,,,2018-03-22,2018-03-22
141981,4,,,2018-01-07,2018-01-09
150349,4,,,2018-01-27,2018-01-30
145963,4,,Gracias muy bien.,2018-02-03,2018-02-06
119953,4,,*******************,2017-08-24,2017-08-28
131109,5,,Como se esperaba,2017-11-01,2017-11-02
144130,5,,,2018-01-05,2018-01-09
196763,5,,,2018-08-23,2018-08-24
164295,5,,Recibí antes de la fecha límite estimada.,2018-04-04,2018-04-05
188411,5,Muy bien,Me imaginé que la muñeca era más grande. Más es genial,2018-07-24,2018-07-26
108040,2,,"Tuve un problema con la entrega, porque no había nadie en casa para recibir los productos en el momento en que pasaron.",2017-06-10,2017-06-10
178908,4,,,2018-06-10,2018-06-10
192782,5,,,2018-08-16,2018-08-21
103015,5,,"Atento, llamado para hacer seguimiento. Buena fecha de vencimiento. Tomó mucho tiempo llegar. Ahora es verificar la calidad del producto.",2017-03-30,2017-03-30
126720,5,,,2017-09-30,2017-10-02
175396,5,,"Muy eficiente entregado muy rápido, recomiendo",2018-05-10,2018-05-10
152517,5,,,2018-02-17,2018-02-19
129965,3,,Muy hermoso el reloj!,2017-10-24,2017-10-24
118946,5,,,2017-08-12,2017-08-12
167455,5,,Excelente producto y entrega a tiempo,2018-04-19,2018-04-20
130719,4,,"Llegó antes de la fecha de la fecha límite, ¡pero filtró un poco del producto!",2017-11-04,2017-11-05
176058,5,,,2018-05-18,2018-05-21
122746,5,,,2017-08-31,2017-09-12
171049,4,,,2018-05-10,2018-05-13
171555,5,,,2018-05-10,2018-05-11
109007,5,,,2017-05-18,2017-05-19
135784,5,,,2017-12-09,2017-12-11
101886,4,,,2017-02-22,2017-02-23
119871,5,,,2017-08-18,2017-08-21
171955,5,,,2018-05-06,2018-05-08
126290,5,,,2017-10-11,2017-10-13
169330,4,,,2018-04-21,2018-04-24
100580,5,,"Cada vez que compro con ustedes mis artículos llegan en perfectas condiciones ...
",2017-01-26,2017-01-27
148596,5,,Producto entregado antes de la fecha límite en excelentes condiciones.,2018-01-27,2018-01-31
188393,3,Bien,Muy bien.,2018-07-24,2018-07-25
182979,5,,,2018-06-19,2018-06-20
124564,5,,Entrega súper rápida. Producto de gran calidad. Recomiendo.,2017-09-17,2017-09-19
179617,5,,,2018-06-21,2018-06-21
173919,5,Ótimo! ,,2018-05-11,2018-05-14
114789,5,,"Hermoso producto, genial",2017-07-08,2017-07-09
134808,5,,,2017-12-10,2017-12-11
102560,3,,,2017-03-24,2017-03-25
191377,1,,,2018-07-31,2018-08-01
194647,5,,,2018-08-17,2018-08-18
166847,5,,excelente,2018-04-06,2018-04-09
121595,3,,"Se espera más, las toallas podrían ser más gruesas.",2017-09-06,2017-09-07
157695,4,,Entrega un día antes esperado,2018-03-11,2018-03-14
107705,4,,"Se tarda un tiempo en calentarse, incluso a la máxima potencia 5. pero sirve bien. En los rimadores de uso, tiene un olor a medio rubiante que arde, pero pasa ... Recomiendo la practicidad y el costo/beneficio.",2017-05-06,2017-05-15
143918,5,,,2017-12-28,2017-12-29
159947,5,,"Fue entregado bien lleno.
Entrega rápida como prometida
Completa la imagen.",2018-03-17,2018-03-18
133214,5,,,2017-11-18,2017-11-19
108058,5,,Todo sucedió de manera eficiente,2017-05-10,2017-05-12
129935,5,,El producto llegó antes de la fecha límite y en perfectas condiciones.,2017-10-30,2017-10-30
149959,5,,,2018-01-31,2018-01-31
186983,5,,,2018-07-10,2018-07-10
165170,4,,,2018-04-12,2018-04-13
162039,5,,,2018-03-16,2018-03-17
162442,2,,"El producto no corresponde a lo que compré, la película es mucho más pequeña que la pantalla del teléfono y no cubre toda la pantalla.",2018-03-21,2018-03-23
123782,5,,"Producto como se anunció, y llegó antes de la fecha límite ... perfecta",2017-09-12,2017-09-12
180175,4,Producto entregado,Buen producto y entregado antes de lo esperado.,2018-06-02,2018-06-04
181788,4,Bien,"Todavía no lo he usado, pero parece ser muy bueno.",2018-06-16,2018-06-17
195611,4,,,2018-08-21,2018-08-22
161799,1,,El producto fue remitido a la Ciudad del Destino el 31 de marzo y hasta ahora no he recibido.,2018-04-11,2018-04-11
159497,4,,,2018-03-25,2018-03-31
131197,5,,,2017-10-31,2017-11-03
